"version","doi","id_var","Typ","Nachname","Vorname","Gender","Geburtsjahr","Partei","Region","Funktion","TikTok","TikTok_Link","Instagram","Facebook","TikTok_Follower","TikTok_Alter","TikTok_Videos","TikTok_Likes","TikTok_Bio","V1_Link","V1_Views","V1_Likes","V1_Kommentare","V1_Shares","V1_Setting","V1_Selfie","V1_Kleidung","V1_Call","V1_Musik","V1_Familie","V1_Partei","V1_Trend","V2_Link","V2_Views","V2_Likes","V2_Kommentare","V2_Shares","V2_Setting","V2_Selfie","V2_Kleidung","V2_Call","V2_Musik","V2_Familie","V2_Partei","V2_Trend","V3_Link","V3_Views","V3_Likes","V3_Kommentare","V3_Shares","V3_Setting","V3_Selfie","V3_Kleidung","V3_Call","V3_Musik","V3_Familie","V3_Partei","V3_Trend","V4_Link","V4_Views","V4_Likes","V4_Kommentare","V4_Shares","V4_Setting","V4_Selfie","V4_Kleidung","V4_Call","V4_Musik","V4_Familie","V4_Partei","V4_Trend","V5_Link","V5_Views","V5_Likes","V5_Kommentare","V5_Shares","V5_Setting","V5_Selfie","V5_Kleidung","V5_Call","V5_Musik","V5_Familie","V5_Partei","V5_Trend","V6_Link","V6_Views","V6_Likes","V6_Kommentare","V6_Shares","V6_Setting","V6_Selfie","V6_Kleidung","V6_Call","V6_Musik","V6_Familie","V6_Partei","V6_Trend","V7_Link","V7_Views","V7_Likes","V7_Kommentare","V7_Shares","V7_Setting","V7_Selfie","V7_Kleidung","V7_Call","V7_Musik","V7_Familie","V7_Partei","V7_Trend","V8_Link","V8_Views","V8_Likes","V8_Kommentare","V8_Shares","V8_Setting","V8_Selfie","V8_Kleidung","V8_Call","V8_Musik","V8_Familie","V8_Partei","V8_Trend","V9_Link","V9_Views","V9_Likes","V9_Kommentare","V9_Shares","V9_Setting","V9_Selfie","V9_Kleidung","V9_Call","V9_Musik","V9_Familie","V9_Partei","V9_Trend","V10_Link","V10_Views","V10_Likes","V10_Kommentare","V10_Shares","V10_Setting","V10_Selfie","V10_Kleidung","V10_Call","V10_Musik","V10_Familie","V10_Partei","V10_Trend"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","394","Person","Lassnig","Sandra","weiblich",1985,"ÖVP","Österreich","Bundesrat","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","395","Person","Lausch","Christian","männlich",1969,"FPÖ","Österreich","Nationalrat","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","396","Person","Lecher","Hanno","männlich",1971,"ÖVP","Vorarlberg","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","397","Person","Ledl-Rossmann","Sonja","weiblich",1974,"ÖVP","Tirol","Landtag","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","398","Person","Leichtfried","Jörg","männlich",1967,"SPÖ","Österreich","Bundesregierung","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","399","Person","Leikam","Günter","männlich",1966,"SPÖ","Kärnten","Landtag","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","400","Person","Leinfellner","Markus","männlich",1980,"FPÖ","Österreich","Nationalrat","ja","https://www.tiktok.com/@markusleinfellner","ja","ja",1460,698,1460,7156,"️ Abgeordneter zum Nationalrat Bezirksparteiobmann der FPÖ Voitsberg","https://www.tiktok.com/@markusleinfellner/video/7414045422102220065",31100,1336,6,70,"Privat","nein","leger","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7411561904805612833",25400,1295,238,72,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7346179315429608736",15300,682,83,38,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7376671110458363169",7684,534,51,28,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7418879139245034784",2778,338,45,6,"Privat","nein","leger","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7393640241954934049",3735,249,33,16,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7385876662505770272",4204,234,20,20,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7315042447183170848",3767,226,13,14,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7526497195131014402",2970,220,16,13,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@markusleinfellner/video/7377088757729611040",3264,209,23,15,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","401","Person","Leiter","Mario","männlich",1965,"SPÖ","Vorarlberg","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","402","Person","Leitner","Nicole","weiblich",1976,"ÖVP","Salzburg","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","403","Person","Lengauer","Günther","männlich",1969,"ÖVP","Oberösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","404","Person","Lentsch","Benedikt","männlich",1987,"SPÖ","Tirol","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","405","Person","Lercher","Maximilian","männlich",1986,"SPÖ","Steiermark","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","406","Person","Linder","Maximilian","männlich",1965,"FPÖ","Österreich","Nationalrat","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","407","Person","Lindinger","Klaus","männlich",1988,"ÖVP","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","408","Person","Lindner","Mario","männlich",1982,"SPÖ","Österreich","Nationalrat","ja","https://www.tiktok.com/@mario.lindner","ja","ja",2627,1627,238,55500,"NR Abg. Gleichbehandlung | Einsatzorganisationen | Diversitiy & LGBTIQ+","https://www.tiktok.com/@mario.lindner/video/7519162027059711254",62000,10100,216,732,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/7043500345120607494",204000,8918,431,44,"Privat","nein",NA,"nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/7487190910829120790",38900,3514,188,239,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/7111225916554251526",68300,2906,81,194,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/7054981181032451334",41600,2679,97,210,NA,NA,NA,"nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/7575222308579691779",57700,2124,109,31,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/7016282555263569157",43700,2076,90,382,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/7177377774276054277",39100,1367,182,300,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/7387851325280685344",22100,1295,563,74,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@mario.lindner/video/6974667844826959110",9860,811,24,12,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","409","Person","Linsbauer","Franz","männlich",1968,"ÖVP","Niederösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","410","Person","Litzke","Manuel","männlich",1999,"FPÖ","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","411","Person","Lobner","René","männlich",1978,"ÖVP","Niederösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","412","Person","Lobnik","Manuela","weiblich",1994,"SPÖ","Kärnten","Landtag","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","413","Person","Lopatka","Reinhold","männlich",1960,"ÖVP","EU","EP","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","414","Person","Ludwig","Michael","männlich",1961,"SPÖ","Wien","Landesregierung","ja","https://www.tiktok.com/@bgm.michaelludwig","ja","ja",13300,1643,341,142600,"Der offizielle Account des Wiener Bürgermeisters.","https://www.tiktok.com/@bgm.michaelludwig/video/7021548631085927685",325500,22900,348,603,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@bgm.michaelludwig/video/7116528993750273286",168800,7146,171,460,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@bgm.michaelludwig/video/7012618124306418949",247300,6291,74,229,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@bgm.michaelludwig/video/7005556621166316806",169900,5293,99,163,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@bgm.michaelludwig/video/7568866462371237142",49500,2978,135,249,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@bgm.michaelludwig/video/7054928105403682054",55200,2667,54,127,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@bgm.michaelludwig/video/7056791496544046342",93000,2529,118,78,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@bgm.michaelludwig/video/7026732085943536901",50000,2339,86,77,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@bgm.michaelludwig/video/7036373500940143878",31700,2178,62,92,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@bgm.michaelludwig/video/7569603953709550881",67900,2121,95,59,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","415","Person","Ludwig-Faymann","Martina","weiblich",1967,"SPÖ","Wien","Landtag","nein",NA,"ja","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","416","Person","Lugner","Leo","männlich",1987,"FPÖ","Wien","Landtag","ja","https://www.tiktok.com/@leolugner","ja","ja",28600,1987,126,582900,"Abgeordneter zum Wiener Landtag & Gemeinderat Unternehmer/FPÖ/Mariahilf","https://www.tiktok.com/@leolugner/video/7418271184443182369",1800000,112000,3844,16100,"Privat","nein","formal","ja","ja","nein","erkennbar","ja","https://www.tiktok.com/@leolugner/video/7411582075519765792",893200,55600,2902,7857,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@leolugner/video/6927564941503352069",623820,43600,791,2565,"Privat","nein",NA,NA,"nein","nein","nicht erkennbar","ja","https://www.tiktok.com/@leolugner/video/7417173346439220513",346100,31400,809,3776,"Arbeit","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@leolugner/video/7509870002816814358",392000,30800,95,320,"Arbeit","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@leolugner/video/7417761206573878561",44400,5000,127,458,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@leolugner/video/7515465150950886678",71100,7856,131,779,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@leolugner/video/7399709501953396001",4427,332,25,12,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@leolugner/video/7418657011375574305",23200,1319,107,55,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@leolugner/video/7549275224953408790",8369,412,34,17,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein"
