"version","doi","id_var","Typ","Nachname","Vorname","Gender","Geburtsjahr","Partei","Region","Funktion","TikTok","TikTok_Link","Instagram","Facebook","TikTok_Follower","TikTok_Alter","TikTok_Videos","TikTok_Likes","TikTok_Bio","V1_Link","V1_Views","V1_Likes","V1_Kommentare","V1_Shares","V1_Setting","V1_Selfie","V1_Kleidung","V1_Call","V1_Musik","V1_Familie","V1_Partei","V1_Trend","V2_Link","V2_Views","V2_Likes","V2_Kommentare","V2_Shares","V2_Setting","V2_Selfie","V2_Kleidung","V2_Call","V2_Musik","V2_Familie","V2_Partei","V2_Trend","V3_Link","V3_Views","V3_Likes","V3_Kommentare","V3_Shares","V3_Setting","V3_Selfie","V3_Kleidung","V3_Call","V3_Musik","V3_Familie","V3_Partei","V3_Trend","V4_Link","V4_Views","V4_Likes","V4_Kommentare","V4_Shares","V4_Setting","V4_Selfie","V4_Kleidung","V4_Call","V4_Musik","V4_Familie","V4_Partei","V4_Trend","V5_Link","V5_Views","V5_Likes","V5_Kommentare","V5_Shares","V5_Setting","V5_Selfie","V5_Kleidung","V5_Call","V5_Musik","V5_Familie","V5_Partei","V5_Trend","V6_Link","V6_Views","V6_Likes","V6_Kommentare","V6_Shares","V6_Setting","V6_Selfie","V6_Kleidung","V6_Call","V6_Musik","V6_Familie","V6_Partei","V6_Trend","V7_Link","V7_Views","V7_Likes","V7_Kommentare","V7_Shares","V7_Setting","V7_Selfie","V7_Kleidung","V7_Call","V7_Musik","V7_Familie","V7_Partei","V7_Trend","V8_Link","V8_Views","V8_Likes","V8_Kommentare","V8_Shares","V8_Setting","V8_Selfie","V8_Kleidung","V8_Call","V8_Musik","V8_Familie","V8_Partei","V8_Trend","V9_Link","V9_Views","V9_Likes","V9_Kommentare","V9_Shares","V9_Setting","V9_Selfie","V9_Kleidung","V9_Call","V9_Musik","V9_Familie","V9_Partei","V9_Trend","V10_Link","V10_Views","V10_Likes","V10_Kommentare","V10_Shares","V10_Setting","V10_Selfie","V10_Kleidung","V10_Call","V10_Musik","V10_Familie","V10_Partei","V10_Trend"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","023","Person","Arpa","Claudia","weiblich",1967,"SPÖ","Österreich","Bundesrat","ja","https://www.tiktok.com/@claudia.arpa","ja","ja",78,529,2,25,"Bundesrätin und Kärntner Spitzenkandidatin für die Europawahl am . Juni","https://www.tiktok.com/@claudia.arpa/video/7377993691237010721",728,14,1,0,"Privat","nein","formal","nein","nein","nein","erkennbar","ja","https://www.tiktok.com/@claudia.arpa/video/7377881178940001569",787,11,1,0,"Privat","nein","formal","ja","nein","nein","erkennbar","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","024","Person","Arsenovic","Johann","männlich",1968,"GRÜNE","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","025","Person","Arslan","Zeliha","weiblich",1975,"GRÜNE","Tirol","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","026","Person","Aschenbrenner","Bruno","männlich",1970,"ÖVP","Steiermark","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","027","Person","Aslan","Berivan","weiblich",1981,"GRÜNE","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","028","Person","Aspalter","Regina","weiblich",1974,"ÖVP","Oberösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","029","Person","Auer","Otto","männlich",1966,"ÖVP","Niederösterreich","Landtag","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","030","Person","Auer","Wolfgang","männlich",1968,"ÖVP","Salzburg","Landtag","nein",NA,"nein","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","031","Person","Auer","Manuela","weiblich",1965,"SPÖ","Vorarlberg","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","032","Person","Auer","Katrin","weiblich",1974,"SPÖ","Österreich","Nationalrat","ja","https://www.tiktok.com/@katrinauer_steyr","ja","ja",886,892,222,6237,"Abgeordnete zum Nationalrat Stadträtin der Stadt Steyr","https://www.tiktok.com/@katrinauer_steyr/video/7499520055483436310",38900,1485,45,118,"Privat","nein",NA,"nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7500483715672329494",5786,278,7,28,"Privat","nein",NA,"nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7517610017063701782",6818,247,10,14,"Privat","nein",NA,"nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7524057924889611542",6999,107,6,22,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7506852530786241794",4099,86,5,5,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7409047505142385953",2516,86,66,4,"Privat","nein",NA,"nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7558025842287283478",7547,81,70,12,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7476075653285137686?is_from_webapp=1&sender_device=pc&web_id=7594539056813213186",2971,72,18,4,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7517198160893152534?is_from_webapp=1&sender_device=pc&web_id=7594539056813213186",5328,64,14,2,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@katrinauer_steyr/video/7503250802610343190",1103,62,6,0,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","033","Person","Auer-Stüger","Stephan","männlich",1979,"SPÖ","Österreich","Bundesrat","ja","https://www.tiktok.com/@stephanauerstueger","ja","ja",422,1007,39,6242,"Bundesrat aus Wien LGBTIQ ️ Love my husband and our kids Klimaschützer Digitales und Analoges","https://www.tiktok.com/@stephanauerstueger/video/7214786458429754630",32800,4566,178,381,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7214061659537706245",1105,190,0,0,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7564790341749050646",2069,163,1,0,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7435552755344837920",2527,139,2,2,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7416682804467060000",4312,130,3,23,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7528078301110275350",1512,83,6,14,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7421877810915986721",8240,80,5,5,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7427405765582867744",2785,66,2,1,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7448592136485866774",2555,53,2,7,"Privat","nein","leger","ja","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@stephanauerstueger/video/7430760962388430113",2042,49,2,4,"Privat","nein","leger","ja","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","034","Person","Auinger-Oberzaucher","Gertraud","weiblich",1971,"NEOS","Österreich","Nationalrat","ja","https://www.tiktok.com/@gertiauingeroberzaucher","ja","ja",64,141,19,390,"Abgeordnete zum Österr. Nationalrat / Sprecherin Kultur, Familien und Kommunen","https://www.tiktok.com/@gertiauingeroberzaucher/video/7528384383925931286",1765,78,1,1,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@gertiauingeroberzaucher/video/7538117698585136406",1199,77,1,0,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@gertiauingeroberzaucher/video/7541346079233543446",970,52,0,1,"Privat","nein","formal","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@gertiauingeroberzaucher/photo/7527967622730665238",558,37,1,0,NA,NA,NA,"nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@gertiauingeroberzaucher/video/7530978527093558550",721,25,1,0,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@gertiauingeroberzaucher/video/7537596234136030486",2039,18,0,0,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@gertiauingeroberzaucher/video/7527335306585017622",604,17,2,0,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@gertiauingeroberzaucher/video/7521648017452109078",332,14,0,0,"Arbeit","nein","formal","ja","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@gertiauingeroberzaucher/video/7539838416360459542",859,10,0,0,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@gertiauingeroberzaucher/video/7530169191773719830",303,10,0,0,"Privat","nein","leger","ja","nein","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","035","Person","Babler","Andreas","männlich",1973,"SPÖ","Österreich","Bundesregierung","ja","https://www.tiktok.com/@andibabler","ja","ja",11000,1129,378,417300,"Vizekanzler Vorsitzender @spoe_at Österreich wieder auf Kurs bringen!","https://www.tiktok.com/@andibabler/video/7410456663162998049",719300,54700,502,7372,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@andibabler/photo/7505818561986694422",654000,43700,178,503,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@andibabler/video/7437091868422294817",299500,35900,227,11100,"Privat","ja","formal","nein","nein","nein","erkennbar","ja","https://www.tiktok.com/@andibabler/video/7416851941516430624",212000,20900,276,2217,"Arbeit","nein","formal","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@andibabler/video/7393762555136724257",239100,16800,141,2198,"Privat","nein","formal","nein","ja","ja","nicht erkennbar","ja","https://www.tiktok.com/@andibabler/photo/7506168178695736598",147300,9121,47,168,"Arbeit","ja","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@andibabler/video/7410810019127594273",165200,7932,79,1017,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@andibabler/video/7564094053621501206",130700,7740,275,1840,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@andibabler/video/7506087918943948054",156500,6005,44,105,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@andibabler/video/7405945923567734049",210700,5326,71,234,"Arbeit","nein","formal","ja","nein","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","036","Person","Bachmann","Gerhard","männlich",1973,"SPÖ","Burgenland","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","037","Person","Bakos","Dolores","weiblich",1993,"NEOS","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","038","Person","Bambouk","Jaafar","männlich",1998,"GRÜNE","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","039","Person","Bammer","Julia","weiblich",1988,"NEOS","Oberösterreich","Landtag","nein",NA,"ja","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","040","Person","Baschinger","Günther","männlich",1967,"ÖVP","Oberösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","041","Person","Bauer","Anne-Sophie","weiblich",1995,"GRÜNE","Oberösterreich","Landtag","ja","https://www.tiktok.com/@anne.sophie.bauer","ja","ja",336,287,8,545,"Jüngste Abgeordnete OÖ Landtag @Die Grünen Oberösterreich","https://www.tiktok.com/@anne.sophie.bauer/video/7495851484777614614",4943,222,28,6,"Privat","ja","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@anne.sophie.bauer/video/7467997278511369494",2928,158,13,3,NA,"nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@anne.sophie.bauer/video/7493545307842612502",1738,73,11,3,"Arbeit","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@anne.sophie.bauer/video/7525010545829760278",2503,48,4,2,"Arbeit","ja","leger","nein","ja","nein","erkennbar","ja","https://www.tiktok.com/@anne.sophie.bauer/video/7494172547995438358",471,17,0,1,"Arbeit","ja","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@anne.sophie.bauer/video/7545554678302477590",332,15,1,0,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@anne.sophie.bauer/video/7512155242268462358",85,8,0,0,"Privat","ja","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@anne.sophie.bauer/video/7488731880834092310",97,4,0,0,"Privat","nein",NA,"ja","ja","nein","erkennbar","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","042","Person","Baumann","Erwin","männlich",1963,"FPÖ","Kärnten","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","043","Person","Baumann","Roland","männlich",1992,"SPÖ","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","044","Person","Baumgartner","Angela","weiblich",1969,"ÖVP","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
